,address,price,url,lat,lng,beds
4,658 Narrow Ave SE,"437,500",30312,33.74499,-84.36586,3
5,5875 Riverstone Cir,"439,500",30339,33.913494,-84.463684,4
6,3334 Peachtree Rd NE #907,"435,000",30326,33.84922,-84.370766,2
7,120 Peachtree Memorial Dr NW #1,"436,900",30309,33.81703,-84.393036,2
8,597 Cativo Dr SW,"438,900",30311,33.741077,-84.47412,4
9,765 Aerial Way #58,"438,068",30312,33.74514,-84.37643,3
10,1619 May Ave SE,"435,000",30316,33.738663,-84.33488,4
11,4144 Butler Dr #84,"437,585",30341,33.9164,-84.2966,4
12,1777 Temple Ave #O,"435,000",30337,33.655846,-84.44706,3
13,4142 Butler Dr #83,"439,220",30341,33.9164,-84.2966,3
14,2098 Garrison Way NW,"439,000",30318,33.812553,-84.48081,4
15,1887 Hickory Rd,"439,900",30341,33.879463,-84.311584,3
16,2881 Peachtree Rd NE #1004,"435,000",30305,33.833168,-84.38311,2
17,520 Belada Blvd #20,"435,000",30342,33.897717,-84.3751,0
18,2325 Barrington Trace Cir SW,"435,000",30331,33.686176,-84.55048,4
19,4142 Butler Dr,"439,220",30341,33.9164,-84.2966,3
20,4144 Butler Dr,"437,585",30341,33.9164,-84.2966,4
21,2325 Barrington Trace Cir SW,"435,000",30331,33.686176,-84.55048,4
22,520 Belada Blvd #25,"435,000",30342,33.897717,-84.3751,0
23,5559 Julian Pl,"430,000",30342,33.90699,-84.367836,4
24,954 Opelousas Way,"432,000",30328,33.95868,-84.35621,3
25,3934 Captain Dr,"430,000",30341,33.90792,-84.30198,3
26,2565 Paul Ave NW,"439,900",30318,33.82034,-84.47124,4
27,1650 S Olympian Way SW,"435,000",30310,33.73615,-84.44186,5
28,752 Moreland Ave SE #3,"434,000",30316,33.733944,-84.34872,3
29,669 Grady Pl SW,"430,000",30310,33.736748,-84.42691,4
30,2460 Hosea L Williams Dr NE,"434,900",30317,33.75137,-84.30651,3
31,1130 Piedmont Ave NE #1004,"430,000",30309,33.785656,-84.37884,2
32,827 Rochelle Dr SW,"439,900",30310,33.732613,-84.434235,4
33,1856 Preserve Way,"435,000",30341,33.91384,-84.31232,3
34,2828 Peachtree Rd NW #2502,"439,000",30305,33.83291,-84.385345,2
35,1241 Lucile Ave SW,"439,000",30310,33.742584,-84.42836,3
36,1191 Dorby Park Dr NE,"432,500",30319,33.87091,-84.3402,3
37,237 Spalding Gates Dr,"439,000",30328,33.94881,-84.36919,4
38,429 Alderwood St,"439,900",30328,33.938236,-84.37685,3
39,1278 Dahlgren Ln SE #4,"437,500",30316,33.748,-84.3459,3
40,1350 Meridian St SE,"439,000",30317,33.750828,-84.34339,3
41,2149 Yancey Ln NE,"435,000",30319,33.84791,-84.33235,4
42,4621 Brierwood Pl,"435,500",30360,33.931774,-84.28114,4
43,2140 Havenwood Trl NE,"439,900",30319,33.84702,-84.3301,3
44,1969 4th St,"435,000",30341,33.88109,-84.30826,4
45,1282 Dahlgren Ln SE #2,"437,500",30316,33.748,-84.3459,3
46,1284 Dahlgren Ln SE #1,"437,500",30316,33.748,-84.3459,3
47,1280 Dahlgren Ln SE #3,"437,500",30316,33.748,-84.3459,3
48,2380 Defoors Ferry Rd NW,"435,000",30318,33.820103,-84.4359,4
49,832 Elbert St SW,"430,000",30310,33.727978,-84.41459,3
50,1600 Waysome Way,"439,900",30318,33.794056,-84.45259,3
51,2285 Kaylen Dr,"439,146",30341,33.9169,-84.2962,3
52,3280 Stillhouse Ln SE #106,"439,900",30339,33.873085,-84.462776,2
53,2973 Duke Of Windsor,"435,000",30344,33.665775,-84.48657,3
54,520 Belada Blvd,"435,000",30342,33.897717,-84.3751,0
55,2285 Kaylen Dr #77,"434,646",30341,33.9169,-84.2962,3
56,365 Earlston Dr,"439,000",30328,33.950405,-84.37337,4
57,2933 Danbyshire Ct NE,"437,000",30345,33.86434,-84.26872,4
58,3505 Dunwoody Club Dr,"435,000",30350,33.968513,-84.330765,5
0,1672 Dekalb Ave NE #5,"449,900",30307,33.762188,-84.332596,3
1,1580 Carroll Dr NW,"449,000",30318,33.802193,-84.43945,3
2,393 Wellspring Way,"440,450",30328,33.92888,-84.34665,4
3,325 E Paces Ferry Rd NE #1011,"449,900",30305,33.838566,-84.37685,2
4,1160 Brookhaven Gln NE,"449,000",30319,33.879883,-84.341545,2
5,3334 Peachtree Rd NE #808,"449,000",30326,33.84922,-84.370766,2
6,3530 Piedmont Rd NE #14L,"447,000",30305,33.84898,-84.379555,3
7,4561 Olde Perimeter Way #302,"449,900",30346,33.930782,-84.34327,2
8,7249 Village Creek Trce,"445,000",30328,33.953247,-84.356,4
9,943 Peachtree St NE #1408,"440,000",30309,33.780403,-84.38345,2
10,1584 Timberland Rd NE,"445,000",30345,33.827587,-84.29765,5
11,3514 Evans Ridge Trl,"449,000",30340,33.87163,-84.24512,4
12,1795 Samantha Bnd #38,"449,400",30341,33.8835,-84.2592,3
13,1802 Samantha Bnd,"446,105",30341,33.8835,-84.2592,4
14,1795 Samantha Bnd,"448,400",30341,33.8835,-84.2592,4
15,2204 Nancy Creek Dr #2,"441,435",30341,33.9173,-84.2955,4
16,4146 Butler Dr #85,"449,160",30341,33.9164,-84.2966,4
17,520 Amberidge Trl,"445,000",30328,33.934723,-84.40503,4
18,22 Airline St #101,"448,900",30312,33.7459,-84.3793,1
19,260 18th St NW #10217,"445,000",30363,33.792152,-84.39683,2
20,260 18th St NW #10208,"449,000",30363,33.792152,-84.39683,2
21,4138 Butler Dr #81,"448,365",30341,33.9164,-84.2966,4
22,2206 Nancy Creek Dr #3,"444,940",30341,33.9173,-84.2955,4
23,4140 Butler Dr #82,"449,430",30341,33.9164,-84.2966,4
24,1607 Van Epps St SE,"449,900",30316,33.7368,-84.335266,3
25,3324 Peachtree Rd NE #2005,"440,000",30326,33.845966,-84.369385,2
26,1411 Fairbanks St SW,"449,900",30310,33.716347,-84.41536,4
27,2324 Kaylen Dr #46,"448,900",30341,33.9164,-84.2955,4
28,2206 Nancy Creek Dr,"444,940",30341,33.9173,-84.2955,4
29,4140 Butler Dr,"449,430",30341,33.9164,-84.2966,4
30,2324 Kaylen Dr,"448,900",30341,33.9164,-84.2955,4
31,2204 Nancy Creek Dr,"441,335",30341,33.9173,-84.2955,4
32,4146 Butler Dr,"449,160",30341,33.9164,-84.2966,4
33,2208 Nancy Creek Dr,"440,930",30341,33.9173,-84.2955,4
34,4138 Butler Dr,"448,365",30341,33.9164,-84.2966,4
35,1626 Anita Pl NE,"440,000",30306,33.798885,-84.33928,3
36,763 Cady Way #19,"440,798",30312,33.7237,-84.3655,3
37,2881 Peachtree Rd NE #1104,"449,000",30305,33.833168,-84.38311,2
38,1063 Oak St SW,"449,000",30310,33.741005,-84.42264,3
39,4300 Kingston Gate Cv,"449,000",30341,33.91822,-84.31537,3
40,1031 United Ave SE,"449,000",30316,33.7252,-84.3367,4
41,958 United Ave,"440,000",30316,33.7252,-84.3367,3
42, Welcome All,"440,000",30349,33.6152,-84.5053,0
43,2114 Zelda Dr NE,"445,000",30345,33.84679,-84.25966,3
44,4284 Kingston Gate Cv,"449,000",30341,33.9175,-84.31562,4
45,2505 Brookwood Dr NE,"449,900",30305,33.823086,-84.38054,2
46,66 Bill Lucas Dr SE,"449,900",30315,33.734608,-84.385124,3
47,3635 E Paces Cir NE #1113,"440,000",30326,33.849117,-84.35265,3
48,3635 E Paces Cir NE #1113,"440,000",30326,33.849117,-84.35265,3
49,965 Thibideau Ct,"449,900",30328,33.95894,-84.35619,3
50,3165 Antsey Ln,"444,990",30345,33.8508,-84.2818,3
51,1100 Howell Mill Rd NW,"449,999",30318,33.78549,-84.41197,2
52,362 Provenance Dr,"442,675",30328,33.9314,-84.3761,4
53,366 Provenance Dr,"447,425",30328,33.9314,-84.3761,4
54,368 Provenance Dr,"448,200",30328,33.9314,-84.3761,3
55,1558 Liberty Ave SE,"449,900",30317,33.746758,-84.32617,3
56,5728 Taylor Way,"447,000",30342,33.911724,-84.3867,3
57,1998 Rugby Ave,"449,000",30337,33.66243,-84.45448,3
58,1763 Wenlock Ave NW,"440,000",30318,33.803226,-84.44019,0
59,3154 Stonegate Dr SW,"449,999",30331,33.670876,-84.49418,5
60,3134 McCully Dr NE,"445,000",30345,33.847923,-84.26044,3
61,1536 S Gordon St SW,"449,900",30310,33.739517,-84.43807,4
62,145 15th St NE #224,"449,000",30309,33.788338,-84.38256,2
63,434 Patricia Cir SW,"449,900",30311,33.745926,-84.46718,4
64,457 Hill St SE,"449,000",30312,33.742146,-84.379555,3
65,1397 Sugarmill Oaks Ave,"448,950",30316,33.7251,-84.3367,4
66,266 Bass St SE #B,"449,900",30315,33.735638,-84.37898,4
67,4164 Butler Dr,"449,680",30341,33.9163,-84.2968,4
68,4715 Vermack Rdg,"440,000",30338,33.933495,-84.317635,4
69,306 Pinecrest Rd NE,"440,000",30342,33.868977,-84.37696,0
70,1106 Aurora Ct,"446,000",30338,33.96391,-84.34236,4
71,2172 Shasta Way NE,"449,000",30345,33.851574,-84.27924,4
72,4164 Butler Dr #92,"449,680",30341,33.9163,-84.2968,4
73,4003 Dunwoody Trce,"440,000",30338,33.9235,-84.316,3
74,2193 Virginia Pl NE,"449,500",30305,33.814587,-84.381226,0
75,2481 Georgetown Ave,"443,400",30345,33.8584,-84.3083,3
76,1303 Nerine Cir #B,"449,899",30338,33.939682,-84.33,3
77,969 Moreland Ave SE,"449,000",30316,33.72793,-84.34979,4
0,3235 Roswell Rd NE #718,"450,000",30305,33.843796,-84.37856,2
1,2202 Marann Dr NE,"450,000",30345,33.84806,-84.295135,0
2,3088 Woodwalk Dr SE #5,"450,000",30339,33.910156,-84.46213,4
3,5030 N Peachtree Rd,"450,000",30338,33.94277,-84.295944,3
4,395 Wellspring Way,"453,325",30328,33.92888,-84.34665,3
5,Address Not Disclosed,"459,900",30360,33.94094,-84.27382,3
6,825 Highland Ln NE #1104,"454,900",30306,33.774216,-84.360016,2
7,860 Peachtree St NE #1801,"450,000",30308,33.778435,-84.385475,2
8,2798 Archway Ln,"455,000",30341,33.867905,-84.31195,4
9,1665 May Ave SE,"450,000",30316,33.738632,-84.3333,3
10,2030 Clairmont Ter NE,"459,000",30345,33.854973,-84.30601,4
11,3096 Woodwalk Dr SE,"458,000",30339,33.910156,-84.46213,4
12,1749 Colt Dr,"455,000",30341,33.907913,-84.3154,4
13,2335 Woodacres Rd NE,"450,000",30345,33.853294,-84.30291,3
14,2335 Woodacres Rd NE #1,"450,000",30345,33.853294,-84.30291,0
15,5705 Kayron Dr,"450,000",30328,33.912964,-84.37081,3
16, SW Campbellton SW #148,"450,000",30331,33.7102,-84.534,0
17,457 Alderwood St,"450,000",30328,33.937653,-84.37739,3
18,320 Freeman Ter SW,"450,000",30331,33.687428,-84.54643,5
19,1808 Samantha Bnd #48,"451,634",30341,33.8835,-84.2592,3
20,1800 Samantha Bnd #44,"457,430",30341,33.8835,-84.2592,3
21,1796 Samantha Bnd #42,"454,660",30341,33.8835,-84.2592,4
22,1804 Samantha Bnd #46,"454,315",30341,33.8835,-84.2592,4
23,1653 Woodwalk Strm SE,"450,000",30339,33.910156,-84.46213,3
24,1798 Samantha Bnd #43,"458,300",30341,33.8835,-84.2592,4
25,757 Cady Way #16,"451,882",30312,33.74514,-84.37643,3
26,1806 Samantha Bnd #47,"451,145",30341,33.8835,-84.2592,3
27,1709 Barfield Run NW,"459,900",30318,33.81081,-84.449265,4
28,2839 Greenwillow Dr NE,"454,950",30345,33.84836,-84.27005,4
29,1800 Samantha Bnd,"456,430",30341,33.8835,-84.2592,4
30,1796 Samantha Bnd,"453,660",30341,33.8835,-84.2592,4
31,1798 Samantha Bnd,"452,300",30341,33.8835,-84.2592,4
32,1808 Samantha Bnd,"450,635",30341,33.8835,-84.2592,4
33,1806 Samantha Bnd,"450,145",30341,33.8835,-84.2592,4
34,1804 Samantha Bnd,"453,315",30341,33.8835,-84.2592,4
35,3776 Winters Hill Dr,"450,000",30360,33.95868,-84.26736,5
36,400 W Peachtree St NW #3816,"455,000",30308,33.766106,-84.3881,2
37,260 18th St NW #10227,"459,000",30363,33.792152,-84.39683,2
38,260 18th St NW #10224,"452,000",30363,33.792152,-84.39683,2
39,260 18th St NW #10223,"455,000",30363,33.792152,-84.39683,2
40,726 Elbert St SW,"450,000",30310,33.728016,-84.41142,3
41,2690 Derby Walk NE #53,"450,000",30319,33.86665,-84.31365,4
42,1130 Piedmont Ave NE #1510,"453,500",30309,33.785656,-84.37884,2
43,2328 Kaylen Dr #48,"458,575",30341,33.9164,-84.2955,3
44,644 Moreland Ave SE,"450,550",30316,33.736595,-84.348915,4
45,1929 Ford St NW,"459,900",30318,33.807705,-84.45037,3
46,3280 Stillhouse Ln SE #314,"455,500",30339,33.873085,-84.462776,2
47,1485 Hardin Ave,"450,000",30337,33.66061,-84.43762,4
48,2326 Kaylen Dr,"456,252",30341,33.9164,-84.2955,4
49,2328 Kaylen Dr,"458,575",30341,33.9164,-84.2955,4
50,7230 Northgreen Dr,"457,900",30328,33.952667,-84.3592,4
51,955 Northrope Dr NE,"459,000",30324,33.818203,-84.35656,4
52,3325 Piedmont Rd NE #1604,"455,000",30305,33.845158,-84.37151,1
53,3280 Stillhouse Ln SE #114,"455,500",30339,33.873085,-84.462776,2
54,1551 Harts Mill Rd NE,"450,000",30319,33.90126,-84.32582,4
55,1837 Westminster Way NE,"450,000",30307,33.79376,-84.313835,3
56,2235 Main St NW,"450,000",30318,33.816864,-84.47519,4
57,1480 Lavista Rd NE,"454,900",30324,33.81515,-84.34032,3
58,970 Rittenhouse Way,"459,500",30316,33.7252,-84.3367,4
59,970 Rittenhouse Way SE,"459,500",30316,33.7252,-84.3367,4
60,5565 Julian Pl,"455,000",30342,33.907196,-84.36785,4
61,7975 Highland Blf #266,"450,000",30328,33.954605,-84.36111,4
62,762 Winton Way,"453,000",30312,33.7237,-84.3655,3
63,325 E Paces Ferry Rd NE #1611,"450,000",30305,33.838566,-84.37685,2
64,23 Randolph St NE,"450,000",30312,33.75492,-84.36769,2
65,6716 Winters Hill Ct,"450,000",30360,33.96119,-84.26772,4
66,1010 Eden Ave SE,"459,900",30316,33.73041,-84.35475,3
67,3123 Kings Arms Ct NE,"455,000",30345,33.856182,-84.26006,4
68,860 Peachtree St NE #2001,"459,900",30308,33.778435,-84.385475,2
69,5492 Glenridge Dr #544,"450,000",30342,33.904457,-84.37159,4
70,630 Patrick Pl,"455,000",30328,33.91821,-84.36659,4
71,830 Clifton Heights Ln NE,"450,000",30329,33.799015,-84.323586,3
72,145 15th St NE #632,"454,000",30309,33.788338,-84.38256,2
73,3300 Windy Ridge Pkwy SE #1416,"459,900",30339,33.90425,-84.456375,2
74,968 Thibideau Ct,"450,000",30328,33.959103,-84.35587,4
75,1183 Rambler Cross #118,"454,316",30312,33.7237,-84.3655,3
76,364 Provenance Dr,"451,550",30328,33.9314,-84.3761,3
77,372 Provenance Dr,"452,750",30328,33.9314,-84.3761,3
78,943 Peachtree St NE #1408,"450,000",30309,33.780403,-84.38345,2
79,3680 Admiral Dr,"455,000",30341,33.901413,-84.30371,4
80,1183 Rambler Cross,"453,709",30312,33.723125,-84.362915,2
81,1187 Rambler Cross,"454,000",30312,33.72284,-84.36304,2
82,1181 Rambler Cross,"457,000",30312,33.723213,-84.36291,2
83,1820 Peachtree St NW #406,"459,000",30309,33.804768,-84.39453,2
84,866 Parsons St SW,"455,000",30314,33.750614,-84.41594,0
85,3428 Sunderland Cir NE,"450,000",30319,33.897423,-84.337524,5
86,3165 Quinn Pl #10,"453,686",30341,33.8785,-84.2657,3
87,4152 Butler Dr,"452,585",30341,33.9163,-84.2968,4
88,4168 Butler Dr,"458,831",30341,33.9163,-84.2968,3
89,3165 Quinn Pl,"453,686",30341,33.8785,-84.2657,3
90,3324 Peachtree Rd NE #2801,"459,000",30326,33.845966,-84.369385,2
91,2144 Edgemore Dr SE,"450,000",30316,33.727955,-84.34187,5
92,1306 Harris Way NE #45,"459,000",30319,33.851,-84.3371,4
93,2936 Glenwood Ave SE,"450,000",30317,33.739143,-84.29076,4
94,2575 Peachtree Rd NE #6B,"450,000",30305,33.825577,-84.387215,2
95,98 Candler Rd SE,"450,000",30317,33.74961,-84.29163,4
96,4168 Butler Dr #94,"458,831",30341,33.9163,-84.2968,4
97,4561 Olde Perimeter Way #2103,"459,850",30346,33.930782,-84.34327,2
98,1619 McLendon Ave NE,"450,000",30307,33.764706,-84.33472,0
99,4152 Butler Dr #87,"452,585",30341,33.9163,-84.2968,4
100,3180 Mathieson Dr NE #1005,"450,000",30305,33.841766,-84.377495,2
101, Campbellton Rd SW,"450,000",30331,33.7101,-84.5341,0
102,712 Boss St NW,"455,000",30318,33.774082,-84.40643,0
103,168 Campbell St SE,"450,000",30317,33.748436,-84.325005,3
0,2109 Wood Trl NW,"469,900",30318,33.812893,-84.45559,4
1,2960 Surrey Ln,"465,000",30341,33.87487,-84.31849,3
2,645 Moreland Ave SE,"469,000",30316,33.73657,-84.349655,3
3,220 Wessex Ct,"469,000",30328,33.947475,-84.359535,4
4,1413 Lively Ridge Rd NE,"469,900",30329,33.81216,-84.331726,4
5,397 Wellspring Way,"467,225",30328,33.92888,-84.34665,4
6,1385 Knob Hill Ct SE,"465,000",30316,33.71753,-84.35525,4
7,2950 Mount Wilkinson Pkwy SE,"469,000",30339,33.868828,-84.46748,2
8,3324 Peachtree Rd NE #2901,"469,000",30326,33.845966,-84.369385,2
9,969 Thibideau Ct,"465,000",30328,33.958866,-84.35604,3
10,1822 Queens Way,"469,900",30341,33.918503,-84.31357,3
11,3723 Inglewood Way NE,"468,000",30319,33.894394,-84.32202,3
12,580 Cliftwood Ct,"464,886",30328,33.915863,-84.386566,4
13,710 Lexington Ave SW,"469,900",30310,33.723347,-84.4112,4
14,1794 Samantha Bnd #41,"464,910",30341,33.8835,-84.2592,4
15,234 Meeting Ln #46,"469,000",30342,33.904892,-84.379295,4
16,3024 Woodwalk Dr SE #15,"460,000",30339,33.90999,-84.46299,3
17,765 Cady Way #20,"463,109",30312,33.74514,-84.37643,3
18,1797 Samantha Bnd #37,"468,365",30341,33.8835,-84.2592,4
19,1744 Giddens Aly #95,"468,435",30341,33.8763,-84.2736,3
20,1793 Samantha Bnd #39,"466,090",30341,33.8835,-84.2592,4
21,1740 Giddens Aly #93,"466,505",30341,33.8763,-84.2736,3
22,1801 Samantha Bnd #35,"465,910",30341,33.8835,-84.2592,4
23,1742 Giddens Aly,"464,180",30341,33.8763,-84.2736,4
24,1740 Giddens Aly,"465,505",30341,33.8763,-84.2736,4
25,1744 Giddens Aly,"467,150",30341,33.8763,-84.2736,4
26,1742 Giddens Aly #94,"464,885",30341,33.8763,-84.2736,3
27,1799 Samantha Bnd #36,"464,730",30341,33.8835,-84.2592,4
28,1794 Samantha Bnd,"463,910",30341,33.8835,-84.2592,4
29,1793 Samantha Bnd,"465,090",30341,33.8835,-84.2592,4
30,1801 Samantha Bnd,"464,910",30341,33.8835,-84.2592,4
31,1799 Samantha Bnd,"465,730",30341,33.8835,-84.2592,4
32,2755 Braithwood Rd NE,"465,000",30345,33.867664,-84.26982,4
33,923 Peachtree St NE #1328,"465,000",30309,33.780403,-84.38345,2
34,825 Highland Ln NE #1314,"469,900",30306,33.774216,-84.360016,2
35,870 Inman Village Pkwy NE #432,"469,000",30307,33.761375,-84.3603,2
36,4315 Longleaf Pine Aly #151,"462,196",30360,33.9173,-84.2871,3
37,2048 Zelda Dr NE,"460,000",30345,33.845993,-84.26196,4
38,1771 Derry Ave SW,"469,900",30310,33.743786,-84.44585,4
39,1152 Brookhaven Gln NE,"465,000",30319,33.87992,-84.341866,2
40,3160 Anstey Ln,"464,990",30345,33.8477,-84.3116,4
41,1758 Trapnell Dr,"465,000",30338,33.95552,-84.31785,3
42,3160-3160 Anstey,"464,990",30345,33.8509,-84.2818,4
43,3155 Rutter Dr #35,"462,880",30345,33.8477,-84.3116,4
44,3161 Rutter Dr #32,"469,670",30345,33.8477,-84.3116,4
45,3159 Rutter Dr #33,"466,520",30345,33.8477,-84.3116,4
46,4307 Longleaf Pine Aly #155,"460,734",30360,33.9173,-84.2871,4
47,4311 Longleaf Pine Aly #153,"460,542",30360,33.9173,-84.2871,4
48,4313 Longleaf Pine Aly #152,"460,581",30360,33.9173,-84.2871,4
49,2734 Peachtree Rd NW #A403,"465,000",30305,33.829544,-84.388306,2
50,3159 Rutter Dr,"465,930",30345,33.8477,-84.3116,4
51,3155 Rutter Dr,"462,880",30345,33.8477,-84.3116,4
52,3161 Rutter Dr,"469,670",30345,33.8477,-84.3116,4
53,5567 Julian Pl,"460,000",30342,33.907265,-84.367874,3
54,1204 Hardee St NE,"465,000",30307,33.755543,-84.34804,3
55,5780 Kayron Dr,"460,000",30328,33.912586,-84.37336,4
56,670 E Ave NE,"465,000",30312,33.763393,-84.36532,2
57,4590 Regency Trce SW,"465,000",30331,33.70786,-84.53798,5
58,270 Goodson Way NW,"469,900",30309,33.803616,-84.40097,3
59,1892 Mount Royal Dr NE,"469,500",30329,33.837128,-84.31977,5
60,4073 Longview Dr,"460,000",30341,33.912064,-84.30486,5
61,3338 Peachtree Rd NE #2207,"465,000",30326,33.848503,-84.37044,2
62,1064 Astor Ave SW,"469,900",30310,33.70126,-84.4234,4
63,3004 Parkridge Dr NE,"468,500",30319,33.87626,-84.31967,4
64,325 E Paces Ferry Rd NE #1908,"469,000",30305,33.838566,-84.37685,2
65,805 Peachtree St NE #402,"465,000",30308,33.776455,-84.38391,2
66,2769 Alpine Rd NE,"469,000",30305,33.830395,-84.36826,2
67,135 Barkley Ln,"466,777",30328,33.914227,-84.36323,3
68,374 Provenance Dr,"469,300",30328,33.9314,-84.3761,4
69,1704 Edgehill Mnr NE,"463,990",30317,33.7501,-84.317,2
70,5363 Glenbrooke Trl,"465,000",30338,33.957394,-84.294304,4
71,2950 Mount Wilkinson Pkwy SE #308,"469,000",30339,33.868828,-84.46748,2
72,2148 Havenwood Trl NE #9,"464,900",30319,33.847206,-84.32993,4
73,424 Patricia Cir SW #18,"469,900",30311,33.74622,-84.467125,4
74,5550 Feldwood Rd,"460,000",30349,33.60484,-84.51902,2
75,2467 Melinda Dr NE,"464,900",30345,33.85508,-84.287926,4
76,574 Rosalia St SE,"469,000",30312,33.738777,-84.36882,3
77,3166 Stonegate Dr SW,"464,999",30331,33.6703,-84.49426,5
78,3717 Evans Dale Dr,"464,900",30340,33.87134,-84.236496,5
79,1484 McPherson Ave SE,"469,900",30316,33.744324,-84.33902,3
80,424 Patricia Cir SW,"469,900",30311,33.74622,-84.467125,4
81,1120 Hampton Hall Dr NE,"460,000",30319,33.89183,-84.34227,4
82,1335 Harris Way NE #26,"462,579",30319,33.851,-84.3371,3
83,974 Thibideau Ct,"465,000",30328,33.958992,-84.355644,4
84,371 Pratt Dr #206,"464,900",30315,33.72472,-84.37586,4
85,3712 Benton Ln,"469,930",30341,33.9006,-84.3065,3
86,4240 Townsend Ln,"461,829",30346,33.9232,-84.3288,4
87,4232 Townsend Ln,"467,367",30346,33.9232,-84.3288,4
88,1306 Harris Way,"461,370",30319,33.8757,-84.3361,4
89,1318 Harris Way,"466,107",30319,33.8757,-84.3361,4
90,1755 E Lake Forest Trce,"469,900",30316,33.7404,-84.3494,3
91,1988 River Birch Ln,"469,900",30316,33.7251,-84.3367,3
92,4240 Townsend Ln #51,"461,829",30346,33.9232,-84.3288,4
93,4232 Townsend Ln #49,"467,367",30346,33.9232,-84.3288,4
94,2029 Memorial Dr SE #7,"464,900",30317,33.746387,-84.32084,3
95,2029 Memorial Dr SE #20,"469,900",30317,33.746387,-84.32084,4
96, Arbor Shores Dr,"463,000",30349,33.6152,-84.5055,0
97,2029 Memorial Dr SE #8,"464,900",30317,33.746387,-84.32084,4
0,6075 City Walk Ln #12,"475,000",30328,33.92139,-84.38095,3
1,1545 May Ave SE,"475,000",30316,33.738697,-84.337105,3
2,391 Wellspring Way,"477,075",30328,33.92888,-84.34665,3
3,1147 Holly Ave,"475,000",30338,33.933937,-84.342896,3
4,12 City Walk Ln #6075,"475,000",30328,33.9314,-84.3762,3
5,1379 N Harris Rdg,"471,290",30327,33.881847,-84.43214,4
6,2112 Starfire Dr NE,"479,000",30345,33.845264,-84.281586,4
7,1934 Northbrooke Ln,"475,000",30338,33.93951,-84.30853,3
8,330 W Spalding Dr,"475,000",30328,33.948196,-84.37627,3
9,987 Moda Dr,"474,500",30316,33.7534,-84.3544,3
10,1738 Giddens Aly,"470,690",30341,33.8763,-84.2736,4
11,1738 Giddens Aly #92,"471,690",30341,33.8763,-84.2736,3
12,1797 Samantha Bnd,"470,870",30341,33.8835,-84.2592,4
13,1643 Chateau Dr,"475,000",30338,33.924988,-84.32119,4
14,2162 Oakview Rd SE,"475,000",30317,33.74986,-84.31686,3
15,3668 Gambrell Ln NE,"475,000",30319,33.895218,-84.320984,4
16,956 Opelousas Way,"475,000",30328,33.95864,-84.35613,4
17,363 Woodward Ave SE,"474,000",30312,33.745335,-84.37566,3
18,2175 Collins Ridge Dr NW,"474,900",30318,33.813923,-84.464775,5
19,963 Moda Dr,"474,000",30316,33.7534,-84.3544,3
20,1212 Windsor Pkwy NE,"475,000",30319,33.882385,-84.34735,3
21,1192 Brookhaven Gln NE,"474,900",30319,33.880352,-84.34147,3
22,700 Park Regency Pl NE #706,"479,000",30326,33.854618,-84.364494,2
23,987 Moda Dr,"474,500",30316,33.7534,-84.3544,3
24,1192 Brookhaven Gln NE #1192,"474,900",30319,33.880352,-84.34147,2
25,987 Moda Dr #987,"474,500",30316,33.7534,-84.3544,3
26,3163 Rutter Dr #31,"477,560",30345,33.8477,-84.3116,4
27,3747 Inglewood Way NE,"474,900",30319,33.895153,-84.32202,4
28,379 Pratt Dr,"474,900",30315,33.749992,-84.38325,4
29,379 Pratt Dr #406,"474,900",30315,33.7066,-84.3851,4
30,302 Riversgate Dr #55,"478,000",30339,33.902065,-84.43814,4
31,18 W Wesley Rdg NW,"475,000",30327,33.84481,-84.45695,0
32,3163 Rutter Dr,"477,560",30345,33.8477,-84.3116,4
33,3445 Stratford Rd NE #1601,"479,000",30326,33.850838,-84.367676,2
34,4109 Statewood Rd NE,"479,000",30342,33.8673,-84.36668,4
35,3650 Gambrell Ln NE,"479,000",30319,33.894733,-84.320984,3
36,45 Ivan Allen Jr Blvd NW #2008,"475,000",30308,33.765064,-84.38971,2
37,897 Parsons St SW,"475,000",30314,33.751,-84.41695,0
38,7150 Dunhill Ter,"475,000",30328,33.95086,-84.3813,4
39,1542 High Haven Ct NE,"470,000",30329,33.825954,-84.31907,4
40,876 Brownwood Ave SE,"475,000",30316,33.730858,-84.34758,4
41,3635 E Paces Cir NE #1403,"472,500",30326,33.849117,-84.35265,3
42,1331 Harris Way,"479,202",30319,33.8757,-84.3361,3
43,3196 Olde Dekalb Way,"479,900",30340,33.883156,-84.22913,4
44,950 W Peachtree St NW #1503,"479,900",30309,33.78006,-84.388115,2
45,3635 E Paces Cir NE #1403,"472,500",30326,33.849117,-84.35265,3
46,4 Alston Pl NE,"475,000",30324,33.83571,-84.35844,3
47,2506 Hosea L Williams Dr NE,"479,900",30317,33.751312,-84.30498,3
48,5660 Colton Dr,"479,000",30342,33.90958,-84.369286,3
49,1067 Coronation Dr,"475,000",30338,33.964466,-84.344666,4
50,363 Provenance Dr,"477,275",30328,33.9314,-84.3761,3
51,3106 Dickson St NE,"479,000",30319,33.879864,-84.34066,0
52,1191 Rambler Cross #122,"474,057",30312,33.7237,-84.3655,3
53,2415 Skyland Way NE #66,"479,900",30319,33.8585,-84.3131,4
54,2875 Overlook Way,"474,900",30324,33.8336,-84.357544,3
