address,zipcode,lat,lng,beds,price,Restau,crime,scaleprice,scalefood,scalecrime
145 15th St NE #632,30309,33.788338,-84.38256,2,454000,1334,4125,-0.12673199500785126,1.4788142657502044,0.12038392558621958
1183 Rambler Cross #118,30312,33.7237,-84.3655,3,454316,1402,4119,-0.12633057059213626,1.6366713994891449,0.1184236617615565
1183 Rambler Cross,30312,33.723125,-84.362915,2,453709,1402,4119,-0.1271016611628293,1.6366713994891449,0.1184236617615565
1187 Rambler Cross,30312,33.72284,-84.36304,2,454000,1402,4119,-0.12673199500785126,1.6366713994891449,0.1184236617615565
1181 Rambler Cross,30312,33.723213,-84.36291,2,457000,1402,4119,-0.12292100371941767,1.6366713994891449,0.1184236617615565
1820 Peachtree St NW #406,30309,33.804768,-84.39453,2,459000,1334,4125,-0.12038034286046193,1.4788142657502044,0.12038392558621958
866 Parsons St SW,30314,33.750614,-84.41594,0,455000,939,4681,-0.12546166457837338,0.5618500330019459,0.30203504000499903
3428 Sunderland Cir NE,30319,33.897423,-84.337524,5,450000,784,162,-0.1318133167257627,0.20202862521465473,-1.1743703306037496
3324 Peachtree Rd NE #2801,30326,33.845966,-84.369385,2,459000,697,2694,-0.12038034286046193,6.435116630417225e-5,-0.3471389965959268
2144 Edgemore Dr SE,30316,33.727955,-84.34187,5,450000,365,2212,-0.1318133167257627,-0.7706498900297003,-0.5046135238438615
1306 Harris Way NE #45,30319,33.851,-84.3371,4,459000,784,162,-0.12038034286046193,0.20202862521465473,-1.1743703306037496
2936 Glenwood Ave SE,30317,33.739143,-84.29076,4,450000,740,1095,-0.1318133167257627,0.09988577397181077,-0.8695493058686395
2575 Peachtree Rd NE #6B,30305,33.825577,-84.387215,2,450000,662,2862,-0.1318133167257627,-0.08118564414050353,-0.29225160950536033
98 Candler Rd SE,30317,33.74961,-84.29163,4,450000,740,1095,-0.1318133167257627,0.09988577397181077,-0.8695493058686395
1619 McLendon Ave NE,30307,33.764706,-84.33472,0,450000,1306,2961,-0.1318133167257627,1.4138142695047582,-0.2599072563984194
3180 Mathieson Dr NE #1005,30305,33.841766,-84.377495,2,450000,662,2862,-0.1318133167257627,-0.08118564414050353,-0.29225160950536033
712 Boss St NW,30318,33.774082,-84.40643,0,455000,403,11424,-0.12546166457837338,-0.6824356094108804,2.5050448682888655
168 Campbell St SE,30317,33.748436,-84.325005,3,450000,740,1095,-0.1318133167257627,0.09988577397181077,-0.8695493058686395
2109 Wood Trl NW,30318,33.812893,-84.45559,4,469900,403,11424,-0.10653374117915321,-0.6824356094108804,2.5050448682888655
645 Moreland Ave SE,30316,33.73657,-84.349655,3,469000,365,2212,-0.10767703856568328,-0.7706498900297003,-0.5046135238438615
1413 Lively Ridge Rd NE,30329,33.81216,-84.331726,4,469900,725,1,-0.10653374117915321,0.06506434741175032,-1.2269707432322092
1385 Knob Hill Ct SE,30316,33.717529999999996,-84.35525,4,465000,365,2212,-0.11275836028359475,-0.7706498900297003,-0.5046135238438615
3324 Peachtree Rd NE #2901,30326,33.845966,-84.369385,2,469000,697,2694,-0.10767703856568328,6.435116630417225e-5,-0.3471389965959268
3723 Inglewood Way NE,30319,33.894394,-84.32202,3,468000,784,162,-0.10894736899516115,0.20202862521465473,-1.1743703306037496
710 Lexington Ave SW,30310,33.723347,-84.4112,4,469900,630,6915,-0.10653374117915321,-0.15547135413529914,1.0319066040545553
234 Meeting Ln #46,30342,33.904892,-84.379295,4,469000,564,621,-0.10767703856568328,-0.3086856309995651,-1.0244101480170236
765 Cady Way #20,30312,33.74514,-84.37643,3,463109,1402,4119,-0.11516055512573739,1.6366713994891449,0.1184236617615565
923 Peachtree St NE #1328,30309,33.780403,-84.38345,2,465000,1334,4125,-0.11275836028359475,1.4788142657502044,0.12038392558621958
825 Highland Ln NE #1314,30306,33.774216,-84.360016,2,469900,1605,1890,-0.10653374117915321,2.1079213722686294,-0.6098143491007805
870 Inman Village Pkwy NE #432,30307,33.761375,-84.3603,2,469000,1306,2961,-0.10767703856568328,1.4138142695047582,-0.2599072563984194
1771 Derry Ave SW,30310,33.743786,-84.44585,4,469900,630,6915,-0.10653374117915321,-0.15547135413529914,1.0319066040545553
1152 Brookhaven Gln NE,30319,33.87992,-84.341866,2,465000,784,162,-0.11275836028359475,0.20202862521465473,-1.1743703306037496
2734 Peachtree Rd NW #A403,30305,33.829544,-84.388306,2,465000,662,2862,-0.11275836028359475,-0.08118564414050353,-0.29225160950536033
5567 Julian Pl,30342,33.907265,-84.367874,3,460000,564,621,-0.11911001243098407,-0.3086856309995651,-1.0244101480170236
1204 Hardee St NE,30307,33.755543,-84.34804,3,465000,1306,2961,-0.11275836028359475,1.4138142695047582,-0.2599072563984194
670 E Ave NE,30312,33.763393,-84.36532,2,465000,1402,4119,-0.11275836028359475,1.6366713994891449,0.1184236617615565
4590 Regency Trce SW,30331,33.70786,-84.53798,5,465000,49,6204,-0.11275836028359475,-1.504221276228307,0.7996153408319794
270 Goodson Way NW,30309,33.803616,-84.40097,3,469900,1334,4125,-0.10653374117915321,1.4788142657502044,0.12038392558621958
1892 Mount Royal Dr NE,30329,33.837128,-84.31977,5,469500,725,1,-0.10704187335094435,0.06506434741175032,-1.2269707432322092
3338 Peachtree Rd NE #2207,30326,33.848503,-84.37044,2,465000,697,2694,-0.11275836028359475,6.435116630417225e-5,-0.3471389965959268
1064 Astor Ave SW,30310,33.70126,-84.4234,4,469900,630,6915,-0.10653374117915321,-0.15547135413529914,1.0319066040545553
3004 Parkridge Dr NE,30319,33.87626,-84.31967,4,468500,784,162,-0.10831220378042222,0.20202862521465473,-1.1743703306037496
325 E Paces Ferry Rd NE #1908,30305,33.838566,-84.37685,2,469000,662,2862,-0.10767703856568328,-0.08118564414050353,-0.29225160950536033
805 Peachtree St NE #402,30308,33.776455,-84.38391,2,465000,1640,3841,-0.11275836028359475,2.189171367575437,0.027598104552166776
2769 Alpine Rd NE,30305,33.830395,-84.36826,2,469000,662,2862,-0.10767703856568328,-0.08118564414050353,-0.29225160950536033
1704 Edgehill Mnr NE,30317,33.7501,-84.317,2,463990,740,1095,-0.11404139401736739,0.09988577397181077,-0.8695493058686395
2148 Havenwood Trl NE #9,30319,33.847206,-84.32993,4,464900,784,162,-0.11288539332654253,0.20202862521465473,-1.1743703306037496
424 Patricia Cir SW #18,30311,33.74622,-84.467125,4,469900,171,5201,-0.10653374117915321,-1.2210070068731487,0.4719245714757999
574 Rosalia St SE,30312,33.738777,-84.36882,3,469000,1402,4119,-0.10767703856568328,1.6366713994891449,0.1184236617615565
3166 Stonegate Dr SW,30331,33.6703,-84.49426,5,464999,49,6204,-0.11275963061402422,-1.504221276228307,0.7996153408319794
1484 McPherson Ave SE,30316,33.744324,-84.33902,3,469900,365,2212,-0.10653374117915321,-0.7706498900297003,-0.5046135238438615
424 Patricia Cir SW,30311,33.74622,-84.467125,4,469900,171,5201,-0.10653374117915321,-1.2210070068731487,0.4719245714757999
1120 Hampton Hall Dr NE,30319,33.89183,-84.34227,4,460000,784,162,-0.11911001243098407,0.20202862521465473,-1.1743703306037496
1335 Harris Way NE #26,30319,33.851,-84.3371,3,462579,784,162,-0.11583383025336065,0.20202862521465473,-1.1743703306037496
371 Pratt Dr #206,30315,33.72472,-84.37586,4,464900,361,6783,-0.11288539332654253,-0.7799356037790497,0.9887807999119673
1306 Harris Way,30319,33.8757,-84.3361,4,461370,784,162,-0.11736965974259939,0.20202862521465473,-1.1743703306037496
1318 Harris Way,30319,33.8757,-84.3361,4,466107,784,162,-0.11135210449816274,0.20202862521465473,-1.1743703306037496
1755 E Lake Forest Trce,30316,33.7404,-84.3494,3,469900,365,2212,-0.10653374117915321,-0.7706498900297003,-0.5046135238438615
1988 River Birch Ln,30316,33.7251,-84.3367,3,469900,365,2212,-0.10653374117915321,-0.7706498900297003,-0.5046135238438615
2029 Memorial Dr SE #7,30317,33.746387,-84.32084,3,464900,740,1095,-0.11288539332654253,0.09988577397181077,-0.8695493058686395
2029 Memorial Dr SE #20,30317,33.746387,-84.32084,4,469900,740,1095,-0.10653374117915321,0.09988577397181077,-0.8695493058686395
2029 Memorial Dr SE #8,30317,33.746387,-84.32084,4,464900,740,1095,-0.11288539332654253,0.09988577397181077,-0.8695493058686395
1545 May Ave SE,30316,33.738697,-84.337105,3,475000,365,2212,-0.1000550559888161,-0.7706498900297003,-0.5046135238438615
1379 N Harris Rdg,30327,33.881847,-84.43214,4,471290,416,771,-0.10476798188217898,-0.6522570397254948,-0.9754035524004463
987 Moda Dr,30316,33.7534,-84.3544,3,474500,365,2212,-0.10069022120355503,-0.7706498900297003,-0.5046135238438615
2162 Oakview Rd SE,30317,33.74986,-84.31686,3,475000,740,1095,-0.1000550559888161,0.09988577397181077,-0.8695493058686395
3668 Gambrell Ln NE,30319,33.895218,-84.320984,4,475000,784,162,-0.1000550559888161,0.20202862521465473,-1.1743703306037496
363 Woodward Ave SE,30312,33.745335,-84.37566,3,474000,1402,4119,-0.10132538641829396,1.6366713994891449,0.1184236617615565
2175 Collins Ridge Dr NW,30318,33.813923,-84.464775,5,474900,403,11424,-0.10018208903176389,-0.6824356094108804,2.5050448682888655
963 Moda Dr,30316,33.7534,-84.3544,3,474000,365,2212,-0.10132538641829396,-0.7706498900297003,-0.5046135238438615
1212 Windsor Pkwy NE,30319,33.882385,-84.34735,3,475000,784,162,-0.1000550559888161,0.20202862521465473,-1.1743703306037496
1192 Brookhaven Gln NE,30319,33.880352,-84.34147,3,474900,784,162,-0.10018208903176389,0.20202862521465473,-1.1743703306037496
700 Park Regency Pl NE #706,30326,33.854618,-84.364494,2,479000,697,2694,-0.09497373427090464,6.435116630417225e-5,-0.3471389965959268
1192 Brookhaven Gln NE #1192,30319,33.880352,-84.34147,2,474900,784,162,-0.10018208903176389,0.20202862521465473,-1.1743703306037496
987 Moda Dr #987,30316,33.7534,-84.3544,3,474500,365,2212,-0.10069022120355503,-0.7706498900297003,-0.5046135238438615
3747 Inglewood Way NE,30319,33.895153,-84.32202,4,474900,784,162,-0.10018208903176389,0.20202862521465473,-1.1743703306037496
379 Pratt Dr #406,30315,33.7066,-84.3851,4,474900,361,6783,-0.10018208903176389,-0.7799356037790497,0.9887807999119673
18 W Wesley Rdg NW,30327,33.84481,-84.45695,0,475000,416,771,-0.1000550559888161,-0.6522570397254948,-0.9754035524004463
3445 Stratford Rd NE #1601,30326,33.850838,-84.367676,2,479000,697,2694,-0.09497373427090464,6.435116630417225e-5,-0.3471389965959268
4109 Statewood Rd NE,30342,33.8673,-84.36668,4,479000,564,621,-0.09497373427090464,-0.3086856309995651,-1.0244101480170236
3650 Gambrell Ln NE,30319,33.894733,-84.320984,3,479000,784,162,-0.09497373427090464,0.20202862521465473,-1.1743703306037496
45 Ivan Allen Jr Blvd NW #2008,30308,33.765064,-84.38971,2,475000,1640,3841,-0.1000550559888161,2.189171367575437,0.027598104552166776
897 Parsons St SW,30314,33.751,-84.41695,0,475000,939,4681,-0.1000550559888161,0.5618500330019459,0.30203504000499903
1542 High Haven Ct NE,30329,33.825954,-84.31907,4,470000,725,1,-0.10640670813620542,0.06506434741175032,-1.2269707432322092
876 Brownwood Ave SE,30316,33.730858,-84.34758,4,475000,365,2212,-0.1000550559888161,-0.7706498900297003,-0.5046135238438615
3635 E Paces Cir NE #1403,30326,33.849117,-84.35265,3,472500,697,2694,-0.10323088206251076,6.435116630417225e-5,-0.3471389965959268
1331 Harris Way,30319,33.8757,-84.3361,3,479202,784,162,-0.09471712752415011,0.20202862521465473,-1.1743703306037496
950 W Peachtree St NW #1503,30309,33.78006,-84.388115,2,479900,1334,4125,-0.09383043688437456,1.4788142657502044,0.12038392558621958
4 Alston Pl NE,30324,33.83571,-84.35844,3,475000,1057,4043,-0.1000550559888161,0.8357785886077548,0.09359365331582405
2506 Hosea L Williams Dr NE,30317,33.751312,-84.30498,3,479900,740,1095,-0.09383043688437456,0.09988577397181077,-0.8695493058686395
5660 Colton Dr,30342,33.90958,-84.369286,3,479000,564,621,-0.09497373427090464,-0.3086856309995651,-1.0244101480170236
3106 Dickson St NE,30319,33.879864,-84.34066,0,479000,784,162,-0.09497373427090464,0.20202862521465473,-1.1743703306037496
1191 Rambler Cross #122,30312,33.7237,-84.3655,3,474057,1402,4119,-0.10125297758381373,1.6366713994891449,0.1184236617615565
2415 Skyland Way NE #66,30319,33.8585,-84.3131,4,479900,784,162,-0.09383043688437456,0.20202862521465473,-1.1743703306037496
2875 Overlook Way,30324,33.8336,-84.357544,3,474900,1057,4043,-0.10018208903176389,0.8357785886077548,0.09359365331582405
640 Glen Iris Dr NE #410,30308,33.772186,-84.3689,2,479900,1640,3841,-0.09383043688437456,2.189171367575437,0.027598104552166776
1326 Ponce De Leon Ave NE,30306,33.775326,-84.344,2,475000,1605,1890,-0.1000550559888161,2.1079213722686294,-0.6098143491007805
1959 River Birch Ln,30316,33.7252,-84.3367,4,474900,365,2212,-0.10018208903176389,-0.7706498900297003,-0.5046135238438615
1191 Rambler Cross,30312,33.722366,-84.36323,2,474000,1402,4119,-0.10132538641829396,1.6366713994891449,0.1184236617615565
2574 Brookhaven Chase Ln NE,30319,33.855965,-84.33938,3,475000,784,162,-0.1000550559888161,0.20202862521465473,-1.1743703306037496
855 Peachtree St NE #1209,30308,33.777794,-84.3839,2,479900,1640,3841,-0.09383043688437456,2.189171367575437,0.027598104552166776
1331 Harris Way NE #28,30319,33.851,-84.3371,4,479202,784,162,-0.09471712752415011,0.20202862521465473,-1.1743703306037496
2669 Derby Walk NE,30319,33.865906,-84.31331,4,474900,784,162,-0.10018208903176389,0.20202862521465473,-1.1743703306037496
1647 Dupont Commons Dr NW,30318,33.8085,-84.44771,3,475000,403,11424,-0.1000550559888161,-0.6824356094108804,2.5050448682888655
788 W Marietta St NW #213,30318,33.779915,-84.41406,1,478900,403,11424,-0.09510076731385242,-0.6824356094108804,2.5050448682888655
363 Woodward Ave,30312,33.745335,-84.37566,3,474000,1402,4119,-0.10132538641829396,1.6366713994891449,0.1184236617615565
1604 Waysome Way,30318,33.794056,-84.45259,4,479900,403,11424,-0.09383043688437456,-0.6824356094108804,2.5050448682888655
1314 Harris Way,30319,33.8757,-84.3361,4,472002,784,162,-0.10386350661639074,0.20202862521465473,-1.1743703306037496
1628 Waysome Way,30318,33.794056,-84.45259,3,474900,403,11424,-0.10018208903176389,-0.6824356094108804,2.5050448682888655
270 17th St NW #2710,30363,33.790863,-84.397575,2,479000,1464,825,-0.09497373427090464,1.7805999626040614,-0.9577611779784785
1972 Devonwood Dr,30329,33.8287,-84.3243,3,472795,725,1,-0.10285613458581479,0.06506434741175032,-1.2269707432322092
1455 Edgebrook Ct NE,30329,33.824,-84.3188,3,479585,725,1,-0.09423059096966009,0.06506434741175032,-1.2269707432322092
1469 Edgebrook Ct NE,30329,33.824,-84.3188,3,478070,725,1,-0.09615514157031906,0.06506434741175032,-1.2269707432322092
1314 Harris Way NE #41,30319,33.851,-84.3371,4,472102,784,162,-0.10373647357344296,0.20202862521465473,-1.1743703306037496
3180 Mathieson Dr NE #707,30305,33.841766,-84.377495,2,475000,662,2862,-0.1000550559888161,-0.08118564414050353,-0.29225160950536033
95 Chester Ave SE,30316,33.75135,-84.35953,0,474900,365,2212,-0.10018208903176389,-0.7706498900297003,-0.5046135238438615
1212 Windsor Pkwy NE #96,30319,33.882385,-84.34735,0,475000,784,162,-0.1000550559888161,0.20202862521465473,-1.1743703306037496
1223 W Wesley Rd NW,30327,33.82894,-84.42769,0,474000,416,771,-0.10132538641829396,-0.6522570397254948,-0.9754035524004463
1628 Waysome Way #5,30318,33.7905,-84.44,3,474900,403,11424,-0.10018208903176389,-0.6824356094108804,2.5050448682888655
895 Starlight Dr,30342,33.88186,-84.35828,3,475000,564,621,-0.1000550559888161,-0.3086856309995651,-1.0244101480170236
3220 Glen Echo Dr SW,30311,33.71157,-84.49423,2,475000,171,5201,-0.1000550559888161,-1.2210070068731487,0.4719245714757999
4207 Deming Cir,30342,33.884834,-84.37956,2,482729,564,621,-0.09023667209938169,-0.3086856309995651,-1.0244101480170236
4321 Parkside Pl,30342,33.88516,-84.37868,2,485119,564,621,-0.08720058237292959,-0.3086856309995651,-1.0244101480170236
75 17th St NE #7,30309,33.792618,-84.38483,2,489000,1334,4125,-0.08227042997612599,1.4788142657502044,0.12038392558621958
2609 Ashford Rd NE,30319,33.864075,-84.32307,3,489000,784,162,-0.08227042997612599,0.20202862521465473,-1.1743703306037496
860 Peachtree St NE #2517,30308,33.778435,-84.385475,2,489500,1640,3841,-0.08163526476138706,2.189171367575437,0.027598104552166776
516 Wimbledon Rd NE,30324,33.80704,-84.3703,3,480000,1057,4043,-0.09370340384142678,0.8357785886077548,0.09359365331582405
2675 Sugar Mill Dr SE,30316,33.709568,-84.329865,4,489950,365,2212,-0.08106361606812203,-0.7706498900297003,-0.5046135238438615
206 11th St NE #704,30309,33.783283,-84.38057,2,484000,1334,4125,-0.08862208212351531,1.4788142657502044,0.12038392558621958
1308 Fernwood Cir NE,30319,33.858788,-84.335945,2,480000,784,162,-0.09370340384142678,0.20202862521465473,-1.1743703306037496
3585 Duberry Ct NE,30319,33.896572,-84.33884,3,485000,784,162,-0.08735175169403746,0.20202862521465473,-1.1743703306037496
3445 Stratford Rd NE #2905,30326,33.850838,-84.367676,2,480000,697,2694,-0.09370340384142678,6.435116630417225e-5,-0.3471389965959268
1704 Zadie St NW,30318,33.802616,-84.44438,4,485000,403,11424,-0.08735175169403746,-0.6824356094108804,2.5050448682888655
325 E Paces Ferry Rd NE #1602,30305,33.838566,-84.37685,2,480000,662,2862,-0.09370340384142678,-0.08118564414050353,-0.29225160950536033
229 Woodward Ave SE,30312,33.74542,-84.38009,4,489900,1402,4119,-0.08112713258959592,1.6366713994891449,0.1184236617615565
923 Peachtree St NE #826,30309,33.780403,-84.38345,2,485000,1334,4125,-0.08735175169403746,1.4788142657502044,0.12038392558621958
970 Moda Dr,30316,33.7537,-84.3544,3,489900,365,2212,-0.08112713258959592,-0.7706498900297003,-0.5046135238438615
516 Wimbledon Rd NE #8,30324,33.80704,-84.3703,0,480000,1057,4043,-0.09370340384142678,0.8357785886077548,0.09359365331582405
700 Park Regency Pl NE #1703,30326,33.85464,-84.364494,2,489000,697,2694,-0.08227042997612599,6.435116630417225e-5,-0.3471389965959268
1489 Brook Valley Ln NE,30324,33.824223,-84.345276,3,484900,1057,4043,-0.08747878473698524,0.8357785886077548,0.09359365331582405
3649 Peachtree Rd NE #101,30319,33.853527,-84.35686,3,489000,784,162,-0.08227042997612599,0.20202862521465473,-1.1743703306037496
792 Antone St NW,30318,33.79765,-84.4145,0,489900,403,11424,-0.08112713258959592,-0.6824356094108804,2.5050448682888655
1712 Morningtide Ln NE #47,30324,33.7994,-84.3636,3,482575,1057,4043,-0.09043230298552127,0.8357785886077548,0.09359365331582405
2008 Manchester St NE #99,30324,33.809742,-84.363495,3,481760,1057,4043,-0.09146762228554574,0.8357785886077548,0.09359365331582405
1249 Niles Ave NW,30318,33.7829,-84.428154,4,485000,403,11424,-0.08735175169403746,-0.6824356094108804,2.5050448682888655
2135 Havenwood Trl NE,30319,33.846733,-84.32987,3,484900,784,162,-0.08747878473698524,0.20202862521465473,-1.1743703306037496
2028 Manchester St NE #93,30324,33.80989,-84.363495,4,488085,1057,4043,-0.08343278231909824,0.8357785886077548,0.09359365331582405
2130 Havenwood Trl NE,30319,33.846783,-84.33025,3,489000,784,162,-0.08227042997612599,0.20202862521465473,-1.1743703306037496
1903 Hollywood Rd NW,30318,33.807644,-84.47146,0,480000,403,11424,-0.09370340384142678,-0.6824356094108804,2.5050448682888655
444 Patricia Cir SW,30311,33.746544,-84.467804,4,489900,171,5201,-0.08112713258959592,-1.2210070068731487,0.4719245714757999
640 Glen Iris Dr NE #411,30308,33.772186,-84.3689,2,489000,1640,3841,-0.08227042997612599,2.189171367575437,0.027598104552166776
1390 Sugarmill Oaks Ave,30316,33.7252,-84.3368,5,489950,365,2212,-0.08106361606812203,-0.7706498900297003,-0.5046135238438615
1396 Sugarmill Oaks Ave,30316,33.7252,-84.3368,4,483950,365,2212,-0.0886855986449892,-0.7706498900297003,-0.5046135238438615
2032 Manchester St NE #92,30324,33.809917,-84.363495,3,488515,1057,4043,-0.08288654023442275,0.8357785886077548,0.09359365331582405
1349 Harris Way,30319,33.8757,-84.3361,3,485061,784,162,-0.0872742615378393,0.20202862521465473,-1.1743703306037496
1349 Harris Way NE #19,30319,33.851,-84.3371,3,485061,784,162,-0.0872742615378393,0.20202862521465473,-1.1743703306037496
2337 Rover Ct SE,30312,33.74759,-84.309364,3,485035,1402,4119,-0.08730729012900573,1.6366713994891449,0.1184236617615565
1980 River Birch Ln SE,30316,33.7251,-84.3367,4,489900,365,2212,-0.08112713258959592,-0.7706498900297003,-0.5046135238438615
1974 Devonwood Dr,30329,33.8287,-84.3243,3,484790,725,1,-0.08761852108422781,0.06506434741175032,-1.2269707432322092
1461 Edgebrook Ct,30329,33.8287,-84.3243,3,480980,725,1,-0.09245848002053847,0.06506434741175032,-1.2269707432322092
1453 Edgebrook Ct,30329,33.8287,-84.3243,3,488155,725,1,-0.0833438591890348,0.06506434741175032,-1.2269707432322092
1551 Knob Hill Dr NE,30329,33.826317,-84.319664,4,485000,725,1,-0.08735175169403746,0.06506434741175032,-1.2269707432322092
1615 Van Vleck Ave SE,30316,33.735874,-84.33493,5,485000,365,2212,-0.08735175169403746,-0.7706498900297003,-0.5046135238438615
1449 Edgebrook Ct,30329,33.8287,-84.3243,3,485800,725,1,-0.08633548735045517,0.06506434741175032,-1.2269707432322092
714 Boss St NW,30318,33.774086,-84.40643,0,485000,403,11424,-0.08735175169403746,-0.6824356094108804,2.5050448682888655
355 Fountain Oaks Ln,30342,33.88984,-84.385376,3,495000,564,621,-0.07464844739925881,-0.3086856309995651,-1.0244101480170236
58 Chester Ave SE,30316,33.752335,-84.35891,3,499900,365,2212,-0.06842382829481727,-0.7706498900297003,-0.5046135238438615
479 Sterling St NE,30307,33.767403,-84.34439,2,495000,1306,2961,-0.07464844739925881,1.4138142695047582,-0.2599072563984194
3635 E Paces Ferry Cir NE #1213,30326,33.8502,-84.3619,3,495000,697,2694,-0.07464844739925881,6.435116630417225e-5,-0.3471389965959268
1545 Kadleston Way NE,30319,33.889767,-84.325645,5,499000,784,162,-0.06956712568134735,0.20202862521465473,-1.1743703306037496
200 Mystic Ridge Hl,30342,33.884167,-84.38078,4,499000,564,621,-0.06956712568134735,-0.3086856309995651,-1.0244101480170236
1133 Oakbrook Way NE,30319,33.871475,-84.342804,3,499000,784,162,-0.06956712568134735,0.20202862521465473,-1.1743703306037496
Phillips Ave,30344,33.6752,-84.4553,0,499900,482,27,-0.06842382829481727,-0.49904276286122884,-1.218476266658669
120 Peachtree Memorial Dr NW #3,30309,33.81703,-84.393036,2,495900,1334,4125,-0.07350515001272873,1.4788142657502044,0.12038392558621958
Phillips,30344,33.673706,-84.46316,0,499900,482,27,-0.06842382829481727,-0.49904276286122884,-1.218476266658669
1722 Wilmont Dr NE,30329,33.8502,-84.318214,3,498500,725,1,-0.07020229089608628,0.06506434741175032,-1.2269707432322092
2246 Main St NW,30318,33.81633,-84.47534,3,499900,403,11424,-0.06842382829481727,-0.6824356094108804,2.5050448682888655
170 Boulevard SE #E421,30312,33.750633,-84.3699,2,499000,1402,4119,-0.06956712568134735,1.6366713994891449,0.1184236617615565
1166 Ponce De Leon Ave NE,30306,33.774055,-84.34947,2,490000,1605,1890,-0.08100009954664814,2.1079213722686294,-0.6098143491007805
270 17th St NW #1902,30363,33.790863,-84.397575,2,495000,1464,825,-0.07464844739925881,1.7805999626040614,-0.9577611779784785
310 Meadowbrook Dr,30342,33.87849,-84.37724,3,499000,564,621,-0.06956712568134735,-0.3086856309995651,-1.0244101480170236
200 N Highland Ave NE,30307,33.761723,-84.36082,2,495000,1306,2961,-0.07464844739925881,1.4138142695047582,-0.2599072563984194
388 Wimbledon Rd NE,30324,33.807056,-84.374565,3,491280,1057,4043,-0.07937407659691646,0.8357785886077548,0.09359365331582405
325 E Paces Ferry Rd NE #1202,30305,33.838566,-84.37685,2,498500,662,2862,-0.07020229089608628,-0.08118564414050353,-0.29225160950536033
8 Ardmore Sq NW,30309,33.80405,-84.40015,3,499000,1334,4125,-0.06956712568134735,1.4788142657502044,0.12038392558621958
788 W Marietta St NW #913,30318,33.779915,-84.41406,1,496900,403,11424,-0.07223481958325087,-0.6824356094108804,2.5050448682888655
1411 Woodbine Ave SE,30317,33.749218,-84.341286,0,490000,740,1095,-0.08100009954664814,0.09988577397181077,-0.8695493058686395
1861 Mount Royal Dr NE,30329,33.83658,-84.3207,4,498800,725,1,-0.06982119176724293,0.06506434741175032,-1.2269707432322092
2464 Brookhaven Heights Ct NE,30319,33.85706,-84.34043,4,494000,784,162,-0.07591877782873667,0.20202862521465473,-1.1743703306037496
31 Southerland Ter NE,30307,33.7676,-84.3397,2,493900,1306,2961,-0.07604581087168445,1.4138142695047582,-0.2599072563984194
1237 Arkwright Pl SE,30317,33.7483,-84.347115,4,494900,740,1095,-0.0747754804422066,0.09988577397181077,-0.8695493058686395
1586 Lincoln Ave SE,30317,33.745857,-84.32509,4,499900,740,1095,-0.06842382829481727,0.09988577397181077,-0.8695493058686395
31 Southerland Ter NE #31,30307,33.7676,-84.3397,2,493900,1306,2961,-0.07604581087168445,1.4138142695047582,-0.2599072563984194
3275 Buckhead Forest Mews NE,30305,33.846767,-84.37463,2,499800,662,2862,-0.06855086133776506,-0.08118564414050353,-0.29225160950536033
2451 Memorial Dr SE #18,30317,33.74685,-84.306496,0,499000,740,1095,-0.06956712568134735,0.09988577397181077,-0.8695493058686395
804 Fulton Ter SE,30316,33.749012,-84.36089,3,499800,365,2212,-0.06855086133776506,-0.7706498900297003,-0.5046135238438615
1286 McPherson Ave SE,30316,33.744514,-84.34541,5,499900,365,2212,-0.06842382829481727,-0.7706498900297003,-0.5046135238438615
895 Embassy Ct NE,30324,33.83527,-84.35797,3,490000,1057,4043,-0.08100009954664814,0.8357785886077548,0.09359365331582405
3343 Pine Meadow Rd NW #12,30327,33.8462,-84.42471,0,499900,416,771,-0.06842382829481727,-0.6522570397254948,-0.9754035524004463
270 17th St NW #1810,30363,33.790863,-84.397575,2,499900,1464,825,-0.06842382829481727,1.7805999626040614,-0.9577611779784785
3343 Pine Meadow Rd NW,30327,33.8462,-84.42471,0,499900,416,771,-0.06842382829481727,-0.6522570397254948,-0.9754035524004463
45 Ivan Allen Jr Blvd NW #1803,30308,33.765064,-84.38971,2,498000,1640,3841,-0.07083745611082522,2.189171367575437,0.027598104552166776
4260 Rickenbacker Way NE,30342,33.871094,-84.37773,3,495000,564,621,-0.07464844739925881,-0.3086856309995651,-1.0244101480170236
2931 Lookout Pl NE #15,30305,33.834675,-84.374245,0,499000,662,2862,-0.06956712568134735,-0.08118564414050353,-0.29225160950536033
3247 Osborne Rd NE,30319,33.884705,-84.34244,3,499000,784,162,-0.06956712568134735,0.20202862521465473,-1.1743703306037496
2931 Lookout Pl NE,30305,33.834675,-84.374245,5,499000,662,2862,-0.06956712568134735,-0.08118564414050353,-0.29225160950536033
3713 Lambert Ln NE,30319,33.89535,-84.321304,3,499900,784,162,-0.06842382829481727,0.20202862521465473,-1.1743703306037496
943 Peachtree St NE #1414,30309,33.780403,-84.38345,1,499000,1334,4125,-0.06956712568134735,1.4788142657502044,0.12038392558621958
850 Hightower Pl NW,30318,33.778336,-84.47566,0,495000,403,11424,-0.07464844739925881,-0.6824356094108804,2.5050448682888655
SE Meador Ave SE,30315,33.7066,-84.3851,0,499900,361,6783,-0.06842382829481727,-0.7799356037790497,0.9887807999119673
